PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
6,10,1,4,2,2,0,19,26,0,1,1,5
9,21,10,22,25,11,0,7,36,1,1,1,4
18,24,25,2,22,6,0,41,8,0,1,1,3
13,24,18,46,18,11,1,69,115,0,3,8,3
4,6,1,13,6,2,1,8,20,1,1,1,4
18,27,15,6,17,6,2,29,17,1,1,1,3
7,12,18,8,16,28,1,11,8,3,0,1,4
9,10,0,22,17,11,1,9,57,0,0,1,4
17,42,10,15,12,18,2,43,35,0,0,1,3
18,84,4,4,17,4,0,128,26,1,1,1,3
35,62,16,38,30,31,1,19,48,0,2,0,2
58,87,15,29,25,11,2,14,26,1,3,1,1
4,9,5,22,21,2,0,1,16,1,1,1,4
18,24,11,20,17,11,3,19,34,0,0,0,3
8,16,2,7,5,27,2,11,6,0,1,1,4
21,24,5,8,8,4,2,3,18,2,5,1,3
18,29,4,4,17,4,0,52,4,1,1,1,3
5,13,2,15,7,19,0,12,14,0,1,0,4
73,24,2,8,2,11,3,8,17,1,1,1,0
6,10,1,8,9,5,0,13,3,0,1,1,5
18,24,11,20,17,11,0,19,34,0,0,0,3
27,54,20,34,42,34,1,12,82,2,10,1,2
2,10,1,5,3,1,1,6,28,1,1,1,4
12,25,7,21,20,37,0,12,36,0,1,1,3
34,57,5,6,17,4,3,33,55,1,1,1,3
11,25,9,23,21,18,1,16,47,0,4,1,3
11,20,7,4,6,13,2,11,3,0,1,1,3
11,27,20,22,23,17,1,15,28,1,22,0,4
25,24,61,56,39,11,136,100,42,2,11,10,0
7,10,8,13,17,5,3,11,21,0,1,5,4
13,24,8,14,10,58,1,6,50,0,0,1,4
10,24,5,30,14,71,1,5,30,1,1,1,4
4,10,1,12,6,7,1,11,51,1,2,0,4
4,9,1,10,4,11,0,7,20,0,1,0,5
15,24,8,16,19,11,1,7,34,0,0,0,3
18,24,11,20,10,11,0,19,34,0,0,0,3
12,23,5,4,6,4,1,12,29,0,2,1,3
8,24,30,18,39,11,0,2,9,0,0,0,3
4,17,3,8,2,2,0,3,31,0,0,0,4
4,6,1,7,3,2,0,20,22,0,1,1,5
22,41,18,39,26,11,40,69,44,0,21,0,0
12,24,3,8,8,70,1,4,31,1,1,1,4
18,24,13,19,26,11,2,7,10,0,0,0,3
18,24,11,20,17,11,2,19,0,1,1,1,3
18,24,11,20,17,11,3,19,34,0,0,0,3
18,8,1,5,2,15,0,9,34,1,0,1,5
3,8,0,2,1,0,1,1,22,1,1,1,3
10,18,65,1,53,42,1,4,34,0,1,0,4
18,24,26,1,22,6,0,40,0,0,1,1,3
21,30,2,23,11,12,1,16,151,0,0,0,2
3,12,1,11,5,5,0,9,28,1,4,1,4
20,37,9,29,69,29,2,16,60,1,4,1,2
9,24,6,12,15,10,1,8,10,0,0,1,4
18,24,4,10,11,11,1,1,12,0,0,0,3
45,24,16,17,26,11,2,5,7,0,0,0,1
5,24,9,11,16,11,12,8,9,0,1,0,2
3,24,3,7,4,7,14,3,8,1,0,1,3
5,14,1,9,5,4,0,13,26,0,1,0,4
9,15,5,7,13,1,0,16,16,0,1,1,4
11,18,7,19,12,6,2,11,43,1,1,1,3
9,24,4,13,4,11,1,61,73,0,7,6,4
10,24,17,49,18,11,1,73,62,1,20,24,4
5,11,0,5,2,34,0,16,35,1,4,2,4
15,24,5,11,17,11,2,4,14,0,0,1,4
2,5,1,4,5,2,0,15,16,1,1,1,5
14,24,2,10,9,11,6,19,45,1,3,5,3
18,24,11,20,17,11,0,19,34,0,0,0,3
6,10,1,0,2,15,0,10,10,0,0,1,5
19,24,2,2,2,11,1,57,41,3,32,40,3
31,24,20,83,56,11,45,129,52,13,71,37,0
95,132,50,46,58,44,3,19,39,4,31,4,0
2,5,7,0,8,12,0,8,7,5,5,1,5
51,24,14,23,2,11,3,6,55,1,1,1,1
10,14,10,21,23,21,2,12,52,1,6,1,3
41,24,11,20,17,11,0,2,34,1,1,1,3
8,24,4,11,17,11,6,6,19,0,1,1,3
14,42,10,9,21,7,1,4,16,5,4,9,3
18,24,11,20,17,11,3,19,34,1,1,1,3
5,11,0,3,1,1,1,3,28,1,1,1,5
31,55,11,19,21,25,4,10,18,0,1,1,2
18,24,4,14,10,16,36,15,36,172,21,1,3
78,122,38,55,71,48,3,22,145,6,17,1,0
0,0,0,0,0,0,0,2,10,0,0,1,3
18,22,4,4,17,4,0,26,36,1,1,1,4
18,24,2,20,2,11,23,149,25,1,1,1,3
5,24,6,21,22,11,14,14,29,0,4,1,1
18,24,3,7,17,11,0,4,22,0,1,1,4
7,24,4,7,6,11,1,6,20,0,1,1,3
15,28,5,6,17,4,3,5,4,1,1,1,3
4,10,4,0,3,2,1,4,34,0,0,0,4
8,31,9,30,18,5,1,12,7,3,6,5,3
10,24,6,15,8,19,1,11,18,0,0,1,4
11,28,6,22,13,10,1,19,13,1,1,0,3
12,28,8,13,17,8,0,19,31,0,0,6,3
13,23,2,20,11,11,1,10,56,1,3,1,3
8,20,3,29,14,13,0,9,37,0,3,2,4
14,15,7,22,23,2,0,16,46,0,0,1,4
18,24,5,16,9,9,9,17,53,1,3,1,3
5,12,1,2,1,11,1,5,7,1,1,1,4
11,24,6,22,22,11,15,2,27,0,0,0,2
35,65,49,46,75,21,2,15,39,18,28,8,2
17,24,12,22,12,11,2,47,87,1,8,10,3
18,24,2,8,6,11,0,6,25,0,0,1,3
35,55,24,31,32,29,2,20,30,2,25,0,1
13,25,7,44,10,15,0,20,26,0,5,7,3
11,24,3,8,9,46,1,34,37,0,0,1,4
9,7,8,8,6,11,0,8,9,1,3,1,4
3,9,1,11,5,9,1,10,12,1,2,1,5
4,14,4,13,5,3,0,6,28,0,2,4,4
4,7,2,7,4,1,1,9,29,1,1,1,5
10,21,6,2,5,4,0,18,14,2,0,2,4
15,32,10,22,22,13,1,15,35,0,3,1,3
13,20,6,21,6,9,0,4,59,0,0,0,4
14,23,2,17,8,9,1,8,87,2,3,3,3
15,45,9,27,19,23,1,24,48,1,10,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
148,24,105,27,109,11,8,8,35,0,1,3,0
28,24,6,10,8,2,2,5,21,5,5,1,2
8,24,1,3,3,11,0,2,34,1,1,1,4
2,11,17,7,20,3,0,10,13,0,1,1,4
32,24,6,26,17,11,2,10,91,1,4,1,2
8,13,0,2,1,6,3,38,19,0,0,1,4
7,14,5,17,10,10,0,7,21,0,4,0,4
13,24,16,13,15,11,0,12,12,0,1,1,3
30,24,5,10,12,11,1,6,21,0,0,0,1
8,19,0,11,5,2,1,17,30,0,0,0,4
3,10,14,7,17,8,0,10,14,2,1,1,4
37,62,10,36,37,13,1,12,49,5,8,4,2
13,24,3,7,11,11,0,7,27,0,0,1,3
133,24,127,31,130,11,8,9,34,0,1,3,0
21,24,3,18,9,11,1,9,21,12,6,1,3
9,24,6,5,9,11,14,24,13,0,2,0,2
12,24,5,17,2,11,3,17,25,1,2,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
12,24,3,7,5,7,13,4,5,11,1,1,2
17,33,1,12,11,3,0,2,36,0,3,1,3
58,24,36,55,47,11,3,17,33,1,4,10,1
5,24,16,7,17,6,1,38,24,1,1,1,4
15,24,5,14,11,21,1,6,40,0,1,1,3
20,69,5,4,12,11,0,4,28,1,1,7,3
13,24,5,10,12,10,5,17,12,0,1,1,3
12,24,10,55,14,11,22,55,41,2,18,10,1
9,24,4,12,6,17,1,8,31,0,0,1,4
18,28,5,5,17,4,0,44,18,1,1,1,3
8,17,3,18,9,8,1,10,54,2,3,4,4
15,26,3,2,3,7,2,12,27,1,8,8,3
15,42,23,74,8,36,0,19,34,0,0,1,4
8,35,13,10,16,9,1,12,43,0,0,13,3
76,24,56,30,70,11,3,11,22,0,0,1,0
9,24,3,6,3,11,0,8,13,0,0,1,4
4,24,3,15,6,10,17,7,21,2,1,1,3
39,51,12,27,20,41,1,8,21,2,9,0,1
13,31,4,8,5,11,0,16,52,2,0,1,3
7,13,2,16,8,9,1,9,53,1,4,1,4
3,12,15,8,19,4,0,9,13,1,1,1,4
18,24,11,20,5,11,0,19,34,0,0,0,3
9,22,6,12,10,18,1,17,72,0,5,0,3
5,24,3,5,4,11,0,2,11,0,0,1,5
18,10,1,5,2,15,0,7,34,1,0,1,5
6,11,4,5,5,3,1,7,37,1,1,1,4
18,24,11,20,17,11,0,19,34,0,0,0,3
116,162,6,41,25,11,2,45,50,1,3,1,0
64,24,56,24,66,11,6,29,18,0,0,1,0
15,24,10,35,12,11,1,36,65,1,18,11,4
17,24,5,26,2,11,3,7,30,0,0,1,3
2,4,9,13,13,18,1,10,16,0,5,1,4
11,24,2,8,5,27,1,8,29,13,1,1,4
18,24,11,20,18,11,1,19,34,0,0,0,3
4,7,4,17,10,12,0,7,11,0,2,1,5
6,30,5,21,8,18,1,6,27,0,0,1,4
15,28,2,27,12,7,1,10,79,2,6,3,3
20,44,11,20,0,11,0,19,34,0,1,1,3
7,13,2,12,6,12,1,14,41,0,0,1,4
18,24,11,20,12,11,0,19,34,0,0,0,3
26,44,25,168,87,11,57,177,58,0,13,3,0
40,64,14,27,29,48,1,18,42,1,2,0,1
18,24,11,20,35,7,0,19,34,5,0,1,3
11,18,43,0,29,32,2,4,34,0,2,1,4
12,28,3,2,3,5,1,9,23,1,1,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
34,24,18,80,25,11,2,78,53,0,2,2,1
21,70,17,33,27,17,1,23,56,2,15,1,2
18,24,11,20,17,11,3,19,34,1,1,1,3
11,27,10,29,19,5,1,11,13,3,8,7,3
35,24,11,17,22,11,1,8,24,0,0,0,1
18,14,9,8,14,6,0,4,24,2,3,15,5
26,53,5,24,20,23,0,12,65,1,4,1,2
20,24,7,13,10,8,1,7,33,0,2,1,3
2,6,0,2,1,4,0,19,22,0,0,1,5
27,40,11,20,22,49,2,20,6,31,1,1,2
23,33,7,8,11,4,0,18,17,1,1,2,2
8,18,4,17,8,7,0,5,18,0,1,0,4
1,5,0,0,0,7,0,2,21,1,1,1,4
8,72,11,20,0,11,3,61,34,0,0,1,3
12,28,5,5,17,4,3,32,67,1,1,1,3
18,24,11,20,41,11,1,19,34,0,0,0,3
9,35,56,14,58,11,3,9,57,0,1,1,3
53,24,47,30,17,11,3,12,20,3,8,1,1
15,24,5,17,2,11,3,18,26,1,2,1,3
15,15,4,11,12,57,0,22,38,3,0,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
29,24,6,30,17,11,2,10,52,0,3,1,2
18,24,11,20,0,0,0,19,34,0,0,0,3
18,24,10,9,8,11,0,5,21,1,1,1,3
32,24,22,14,30,11,2,6,13,0,0,0,1
14,24,5,15,12,11,0,13,29,0,1,1,4
3,8,4,8,8,4,0,7,24,1,1,1,4
18,24,11,20,17,11,0,19,34,1,1,1,3
18,50,5,7,17,4,0,183,36,1,1,1,3
10,24,6,14,8,49,1,8,18,0,1,1,4
16,24,5,12,14,11,13,38,34,1,0,0,3
11,24,13,24,17,11,29,74,39,4,24,5,1
18,24,11,20,42,11,0,19,34,0,0,0,3
6,15,3,16,0,21,0,6,24,0,0,1,4
4,9,3,9,6,7,0,6,43,0,0,0,4
14,26,3,16,10,16,1,5,49,0,2,1,3
0,2,7,0,8,20,0,2,1,1,1,1,5
10,24,8,47,12,11,18,44,59,2,18,10,2
11,18,18,20,28,3,1,13,5,4,0,10,4
27,24,4,9,10,11,9,10,15,0,0,1,2
9,16,8,13,10,2,0,19,29,0,1,1,5
18,24,11,20,17,11,3,19,34,1,1,1,3
7,17,4,18,14,9,1,8,32,0,16,1,4
7,24,2,3,3,11,0,2,34,1,1,1,5
74,24,37,25,50,11,3,8,12,0,0,1,1
3,14,14,9,18,6,0,14,12,0,1,1,4
28,51,14,32,25,31,1,19,35,2,12,1,2
4,10,2,16,8,9,0,7,17,0,1,0,5
10,23,4,43,21,11,10,144,50,0,13,3,3
9,16,2,24,11,15,1,9,34,0,4,2,4
2,4,3,7,2,3,0,3,25,0,0,0,5
44,24,11,14,11,90,1,25,20,2,2,1,2
5,16,4,15,8,42,0,11,13,2,0,1,4
23,87,10,1,9,4,2,25,13,1,1,1,1
13,24,1,10,5,23,1,10,31,14,3,1,4
1,2,18,3,18,17,0,17,6,0,1,1,4
18,24,11,20,17,11,0,19,34,1,1,1,3
18,10,2,5,3,10,0,2,34,1,1,1,5
3,9,1,12,6,2,0,24,26,0,0,0,4
12,18,2,10,10,11,1,12,24,0,1,1,4
88,24,48,61,3,11,4,5,69,1,4,1,0
18,43,5,6,17,11,0,19,28,1,1,1,3
21,36,0,0,0,0,0,12,33,3,5,4,3
40,73,39,60,29,44,0,23,18,1,2,1,1
28,24,46,96,42,11,2,26,41,0,3,5,1
4,10,13,17,18,2,1,4,20,0,2,1,4
4,5,3,5,7,3,0,16,6,0,1,1,5
86,24,58,30,72,11,4,8,13,0,0,1,0
18,24,22,6,20,5,2,52,1,0,1,1,3
10,24,1,9,4,5,1,7,33,8,3,1,4
64,24,7,6,1,11,2,11,28,13,13,1,0
19,24,10,34,22,11,0,12,25,0,0,0,3
37,24,4,41,3,11,2,12,37,0,2,1,1
16,24,2,15,11,11,0,4,49,0,2,1,3
18,24,11,20,13,11,0,19,34,0,0,0,3
12,24,12,22,18,22,1,14,31,0,18,0,4
11,24,7,19,14,20,1,11,6,0,0,1,3
51,74,29,57,69,22,2,21,43,9,15,1,1
18,24,11,20,17,11,3,19,34,1,1,1,3
4,13,4,15,14,7,1,6,28,0,0,1,4
2,5,1,5,2,8,0,20,25,0,0,1,5
11,23,11,24,17,6,1,37,57,2,5,8,3
18,21,7,5,10,3,0,3,22,3,4,10,4
3,15,3,20,11,7,0,5,37,1,3,3,4
60,24,20,16,30,11,2,7,6,0,0,0,1
8,13,3,9,6,5,3,13,33,0,0,0,4
4,7,1,5,3,7,0,33,28,0,0,0,5
58,100,89,50,85,37,4,21,40,5,48,4,1
18,24,11,20,17,11,3,19,34,1,1,1,3
17,26,1,4,3,5,0,30,75,1,1,1,3
9,24,2,6,4,11,0,3,32,0,0,1,4
2,24,4,5,8,11,8,8,6,0,0,0,2
18,24,11,20,17,11,0,19,34,1,1,1,3
19,31,2,23,10,7,1,16,90,2,3,5,3
80,24,38,18,22,11,3,44,55,2,16,30,0
5,8,19,28,18,12,1,15,22,0,0,12,5
11,36,7,14,14,8,0,12,20,0,5,1,3
18,30,4,26,13,10,1,16,66,1,5,3,3
17,24,3,11,9,38,2,15,42,41,25,1,3
18,24,5,5,17,4,5,19,17,1,1,1,3
23,49,3,26,20,16,1,9,113,1,7,1,3
15,24,4,13,9,31,3,16,24,1,0,1,3
16,33,3,31,15,6,0,24,43,2,22,10,3
9,27,10,95,45,11,22,131,89,4,69,74,1
32,24,4,11,17,11,0,24,75,0,0,1,3
3,12,11,7,14,9,0,11,13,1,1,1,4
18,24,11,20,102,11,0,19,34,0,0,0,3
5,13,2,7,3,58,1,5,9,0,1,1,4
5,9,0,20,0,0,0,3,30,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
5,18,5,24,12,11,1,9,72,0,0,1,4
6,17,14,6,16,5,2,11,1,0,1,1,4
23,71,6,24,22,11,3,25,13,0,1,1,2
13,30,33,24,46,11,3,24,76,0,1,1,3
8,19,6,19,11,11,0,6,32,0,1,0,4
22,24,15,15,15,21,1,12,33,0,1,1,3
5,10,1,9,4,2,1,7,31,1,1,1,4
34,62,16,35,33,35,1,19,43,0,2,0,2
4,8,41,2,30,11,1,37,0,0,1,1,4
60,24,1,5,2,11,0,2,13,0,0,1,3
6,15,7,20,22,11,1,14,47,0,1,1,4
18,23,6,6,17,4,2,13,18,1,1,1,4
15,40,86,3,56,4,2,27,1,1,0,1,3
11,28,2,13,9,19,0,12,75,0,1,1,3
18,24,11,20,6,11,0,19,34,0,0,0,3
4,20,11,17,23,10,0,14,22,2,1,1,4
10,24,15,31,21,11,34,26,34,2,14,0,0
9,24,6,11,9,11,1,6,16,0,1,1,3
12,26,7,8,11,21,0,9,34,1,2,2,3
10,25,2,9,6,7,0,9,21,0,2,0,3
48,24,3,7,17,11,23,5,16,0,7,1,1
9,18,4,12,8,7,0,17,24,0,0,1,4
4,8,6,11,9,6,1,10,27,1,1,1,4
9,19,14,9,17,19,0,4,9,0,2,0,4
4,9,3,20,18,10,1,2,14,1,5,1,4
7,49,4,11,7,26,0,9,34,1,0,1,4
48,24,18,28,17,11,3,12,48,2,7,1,1
12,24,2,31,14,13,0,8,26,1,10,10,3
18,24,11,20,17,11,3,19,34,1,1,1,3
0,1,7,0,8,14,0,11,4,7,7,1,5
18,24,1,19,16,9,0,19,34,0,1,1,3
3,10,6,9,4,3,0,4,26,0,0,1,4
4,8,2,5,3,2,0,8,32,1,1,1,5
31,24,3,10,17,11,0,26,42,0,1,1,1
18,48,11,20,17,11,0,3,35,1,1,1,3
7,18,4,20,11,6,0,12,20,1,5,1,4
12,27,8,21,14,9,0,7,40,1,4,4,3
18,24,11,20,3,11,0,19,34,0,0,0,3
20,44,12,12,18,46,3,9,12,0,1,1,3
47,24,18,15,23,11,2,8,21,1,2,1,1
11,24,16,26,20,11,37,24,1,2,24,0,0
18,24,11,20,8,11,0,19,34,1,1,1,3
18,24,11,20,17,11,3,19,34,0,0,0,3
18,24,7,15,18,11,0,3,10,0,5,2,3
18,24,11,20,17,11,3,19,34,1,1,1,3
54,24,42,63,59,13,1,34,25,1,2,1,1
22,45,16,30,30,31,1,14,40,1,1,0,3
9,24,4,22,11,21,3,1,13,1,1,1,3
13,40,13,43,26,7,1,33,15,1,2,1,3
17,41,7,28,5,22,0,36,50,0,1,0,3
6,9,3,13,9,30,8,1,44,0,1,1,2
8,24,1,9,2,11,3,11,39,0,0,1,3
18,24,11,20,58,11,0,19,34,0,0,0,3
14,42,24,19,35,11,2,23,73,0,1,1,3
11,14,0,30,23,11,0,11,33,0,0,1,4
19,24,4,9,5,11,0,8,70,0,0,1,3
68,24,11,37,17,11,1,12,27,2,5,1,1
7,14,3,10,9,15,0,12,63,0,0,1,4
27,45,21,38,33,11,1,28,35,1,3,1,2
16,24,4,15,8,18,1,6,30,0,2,1,3
14,40,7,5,10,6,1,4,28,2,0,2,3
10,24,2,5,2,11,2,11,19,0,0,1,4
49,24,9,20,17,11,3,6,106,0,0,1,1
3,7,0,2,3,1,3,1,19,1,1,1,3
13,30,1,18,9,9,1,23,36,0,1,0,3
19,38,2,32,14,8,0,11,43,1,14,3,3
13,24,12,70,27,11,1,53,64,0,3,8,3
7,24,5,20,10,10,3,3,14,2,0,1,4
12,26,3,26,19,10,1,11,47,0,2,1,3
6,11,3,5,9,1,0,16,16,0,1,1,5
7,16,2,15,12,14,1,21,63,0,1,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
24,23,11,42,25,43,1,3,33,0,0,0,4
17,24,3,18,9,3,1,11,36,0,1,1,3
18,24,11,20,22,11,1,19,34,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
18,24,11,20,12,11,0,19,34,0,0,0,3
77,24,27,40,35,36,2,16,48,1,1,1,0
13,29,8,12,11,23,1,22,58,0,5,0,3
10,30,77,2,50,4,1,27,1,1,0,1,3
3,24,3,7,9,11,1,8,12,0,0,0,3
8,31,7,28,16,3,1,11,9,2,5,4,3
8,12,4,11,12,21,1,7,54,0,0,1,4
18,24,11,23,17,28,1,5,31,1,8,1,3
9,35,6,26,15,7,1,17,17,3,6,5,3
6,12,6,8,9,5,0,8,19,1,1,1,4
30,59,9,88,37,11,0,7,30,0,0,1,1
1,3,0,5,3,5,0,16,34,0,0,0,5
13,24,2,5,2,11,1,8,33,0,0,1,3
38,24,7,13,16,11,2,17,33,0,0,0,3
10,14,2,6,2,28,2,9,5,0,1,1,3
17,40,4,14,14,6,4,18,23,0,1,1,3
18,24,11,20,21,26,0,19,27,0,0,0,3
16,34,35,39,57,18,1,17,42,13,19,4,3
15,32,11,24,28,11,1,18,38,1,1,1,3
14,24,2,18,8,11,0,2,33,0,0,1,4
17,32,6,30,16,10,1,7,26,1,8,6,3
24,40,12,34,33,21,1,55,67,2,4,1,2
9,19,10,10,22,1,1,18,17,5,1,1,4
18,24,11,20,18,11,0,19,34,0,0,0,3
34,83,43,49,29,22,1,22,33,2,4,1,2
8,24,1,3,2,11,0,2,14,1,1,1,3
9,19,5,22,18,20,1,11,40,0,3,1,3
171,203,36,54,57,59,3,26,54,4,14,0,0
8,18,14,29,22,12,1,14,7,2,8,8,3
18,24,1,9,2,11,17,223,25,0,2,1,3
25,24,16,0,12,5,4,19,5,1,1,1,3
18,33,6,9,8,26,1,9,8,4,0,1,3
7,17,7,21,13,13,0,7,22,0,0,0,4
47,73,45,11,72,11,2,17,17,0,1,1,1
2,7,2,5,6,8,0,7,24,1,5,1,5
18,24,11,20,17,11,0,19,34,0,0,0,3
9,12,0,20,16,11,0,16,60,0,0,1,3
40,24,51,60,35,11,113,130,26,2,18,10,0
5,24,4,6,5,0,1,1,34,1,1,1,5
21,24,4,17,17,11,1,13,34,0,2,1,3
18,38,3,35,16,6,0,22,45,1,16,3,3
22,24,6,12,10,30,2,18,37,1,1,1,2
6,13,4,20,3,17,2,3,34,0,0,0,4
10,21,14,28,34,23,0,14,26,3,10,2,3
18,24,11,20,17,11,3,19,34,1,1,1,3
55,24,31,34,34,29,1,11,26,0,0,1,1
46,24,10,7,10,11,2,8,14,1,3,8,1
13,22,5,22,14,10,1,5,48,0,0,1,4
17,35,11,24,21,35,1,9,44,1,3,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
6,24,7,21,0,19,0,6,55,0,0,1,4
22,24,6,15,10,20,1,11,50,0,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
3,7,1,3,1,2,1,2,59,1,1,1,4
5,10,5,10,4,5,0,7,29,0,2,1,4
18,16,3,17,23,11,1,4,34,0,0,1,3
18,24,11,20,17,11,3,19,34,0,0,0,3
18,45,5,5,17,4,2,14,70,1,1,1,3
2,10,8,8,12,7,0,14,7,0,1,1,4
23,49,12,6,11,63,1,15,4,0,1,1,3
57,24,11,17,9,11,3,50,42,0,2,2,1
8,18,9,23,16,4,0,9,10,1,4,1,4
47,24,16,47,30,48,2,11,50,0,0,1,1
8,14,5,10,8,5,1,8,24,1,1,1,4
13,16,38,9,21,10,1,20,42,0,1,1,3
3,6,3,15,8,1,0,29,25,0,1,0,4
1,2,7,0,8,12,0,12,0,2,2,1,5
8,15,3,11,10,5,1,8,45,1,1,1,4
11,24,4,8,3,11,0,56,88,0,7,6,3
18,24,11,20,17,11,3,19,34,1,1,1,3
65,24,26,15,33,11,3,3,5,0,0,0,0
7,16,3,27,13,7,1,12,22,0,0,1,4
4,7,10,2,9,1,1,66,3,0,1,1,4
8,24,6,10,13,16,1,9,43,0,0,1,3
2,5,0,2,1,0,1,2,25,1,1,1,4
16,27,0,61,23,11,2,116,160,0,13,3,2
3,5,5,7,10,5,1,13,26,0,0,1,4
10,24,5,40,17,11,2,9,5,0,1,1,3
6,18,17,19,29,11,1,26,38,0,1,1,4
7,9,5,5,8,15,2,13,18,0,0,1,4
8,24,5,12,9,8,1,5,26,0,7,1,4
25,24,5,7,4,11,1,69,76,0,1,1,2
11,24,2,8,2,11,1,10,56,0,0,1,3
6,12,14,11,16,9,1,12,43,0,0,13,4
16,34,8,20,18,12,1,11,63,0,6,1,3
3,8,3,7,8,7,0,9,32,0,6,0,4
12,24,9,10,10,11,0,7,22,1,1,1,4
5,19,6,19,2,10,1,5,14,0,1,1,4
12,25,4,13,12,15,0,13,26,0,0,1,3
6,14,0,1,0,3,0,1,14,1,1,1,3
5,14,3,9,6,15,1,10,17,0,1,1,4
3,9,2,10,5,7,0,7,21,0,1,0,5
35,71,29,57,59,42,2,8,81,2,7,1,1
18,24,11,20,16,5,0,19,34,0,0,1,3
9,81,2,12,6,14,1,2,58,0,0,1,3
10,24,1,12,6,20,11,3,44,0,4,1,3
18,24,11,20,17,11,0,19,34,0,0,0,3
47,75,14,12,20,11,1,9,56,2,2,1,1
18,24,11,20,7,11,0,19,34,0,0,0,3
11,24,7,22,1,11,2,21,34,1,4,1,3
218,24,0,1,17,11,0,28,58,0,1,1,3
5,11,25,18,0,17,0,7,33,0,0,1,4
5,15,2,19,9,11,1,23,30,3,16,12,4
4,8,4,0,3,2,1,4,34,0,0,0,4
77,24,3,9,17,11,0,4,30,0,2,1,0
11,31,4,28,21,28,1,15,52,0,13,1,3
52,90,22,21,26,11,1,14,21,2,6,1,1
13,27,5,22,3,21,1,8,36,0,1,1,4
8,32,4,24,13,2,1,8,32,1,1,0,3
27,42,10,35,22,11,1,19,87,1,1,1,2
23,24,3,11,11,4,3,16,15,1,1,1,2
18,4,8,4,9,2,3,8,32,1,0,10,5
18,24,11,20,17,11,0,19,34,0,0,0,3
11,24,6,45,12,11,1,45,58,1,16,12,4
4,15,1,16,7,7,0,10,23,0,2,1,4
6,13,11,17,14,5,2,12,21,1,1,1,4
12,24,5,9,9,24,2,15,13,1,1,1,4
38,24,4,11,7,11,0,4,29,0,0,1,1
26,24,3,11,10,37,9,21,24,1,1,1,3
16,30,7,17,15,19,13,14,30,2,2,2,2
7,26,9,79,38,11,20,80,77,3,44,2,1
20,57,6,22,18,8,2,14,46,0,3,1,3
75,24,13,28,12,11,4,38,34,2,14,19,0
21,24,4,13,10,36,4,13,25,1,2,1,2
18,24,11,20,8,11,0,19,34,1,1,1,3
4,6,12,9,16,7,0,9,21,0,0,1,3
10,34,8,40,22,10,1,35,50,1,1,1,3
18,24,2,15,2,11,21,209,42,1,2,1,3
91,24,43,20,26,11,3,22,43,0,3,10,0
3,6,4,8,10,20,0,7,37,1,2,1,4
3,9,14,10,19,5,0,12,14,0,1,1,4
70,104,42,42,49,40,3,20,35,4,28,1,0
3,8,4,21,12,1,0,16,26,0,0,0,4
13,24,3,21,11,11,1,8,43,0,0,1,4
10,23,2,6,4,10,0,17,54,1,1,1,3
17,26,12,54,27,10,1,11,50,1,0,1,3
20,24,3,12,3,11,1,8,7,0,0,1,3
7,18,13,15,14,11,30,52,32,0,17,1,2
5,8,0,6,3,6,0,14,28,0,0,1,4
43,61,76,50,106,34,2,18,37,13,22,1,1
12,22,2,18,16,14,0,5,17,2,5,1,4
2,4,0,2,0,2,0,8,28,0,0,1,5
10,24,6,6,10,11,0,10,15,1,1,1,3
12,26,25,101,62,11,56,58,21,3,44,2,0
13,34,18,34,45,3,0,3,13,6,4,9,3
12,33,11,12,17,6,0,7,34,1,1,1,3
9,20,6,22,13,6,1,3,22,2,5,5,4
22,59,37,51,23,45,0,31,31,0,1,1,2
10,22,5,98,42,11,11,218,39,0,12,2,2
12,20,10,9,12,11,0,8,33,1,3,1,4
7,24,4,7,9,11,1,8,13,0,0,0,3
11,10,10,11,18,3,0,19,14,1,2,4,4
20,43,16,15,25,0,1,7,17,1,1,1,3
8,18,10,17,15,23,1,14,18,0,14,0,4
3,5,2,4,4,44,2,1,4,0,1,1,4
26,54,24,50,36,11,1,14,52,3,4,5,2
8,24,5,20,12,7,1,7,39,0,1,1,3
18,24,11,20,14,11,0,19,34,0,0,0,3
71,112,55,52,60,44,3,24,37,5,41,4,0
18,24,11,20,17,11,0,19,34,1,1,1,3
5,10,1,3,1,2,1,1,51,1,1,1,4
18,24,11,20,0,11,0,19,34,0,0,0,3
13,24,4,14,14,11,9,20,31,0,0,1,3
5,16,4,16,13,8,0,4,25,0,0,1,4
28,24,3,11,2,11,1,6,54,0,0,1,2
19,27,1,6,3,4,4,32,59,1,1,1,3
17,51,7,9,9,11,0,4,26,0,0,1,3
18,36,6,36,6,12,0,18,82,0,0,0,3
3,24,2,17,14,20,6,5,19,1,1,1,4
5,12,10,7,4,29,0,6,38,2,1,1,4
